country region code,country region,sub region 1,sub region 2,metro area,iso 3166_2 code,census fips code,place id,date,retail and recreation percent change from baseline,grocery and pharmacy percent change from baseline,parks percent change from baseline,transit stations percent change from baseline,workplaces percent change from baseline,residential percent change from baseline
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/23/2021,-28,0,-47,-42,-36,14
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/24/2021,-28,0,-48,-43,-37,15
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/25/2021,-25,7,-45,-44,-37,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/26/2021,-32,5,-55,-39,-23,11
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/27/2021,-38,-5,-64,-42,-19,12
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/28/2021,-27,8,-49,-44,-40,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/29/2021,-32,2,-54,-47,-43,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,6/30/2021,-31,4,-54,-48,-43,15
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/1/2021,-30,8,-51,-47,-43,17
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/2/2021,-26,12,-47,-47,-41,18
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/3/2021,-45,0,-63,-50,-34,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/4/2021,-49,-7,-70,-52,-29,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/5/2021,-40,0,-56,-54,-50,20
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/6/2021,-43,-4,-58,-55,-51,21
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/7/2021,-43,-5,-58,-56,-51,21
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/8/2021,-43,-6,-56,-57,-51,21
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/9/2021,-43,-5,-54,-58,-50,23
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/10/2021,-49,-7,-65,-54,-36,17
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/11/2021,-51,-14,-72,-55,-29,17
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/12/2021,-43,-8,-56,-60,-51,21
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/13/2021,-46,-12,-59,-60,-53,22
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/14/2021,-45,-12,-59,-60,-51,22
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/15/2021,-44,-10,-57,-60,-51,21
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/16/2021,-43,-9,-55,-60,-49,23
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/17/2021,-48,-8,-64,-55,-34,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/18/2021,-50,-14,-71,-57,-26,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/19/2021,-40,-2,-53,-57,-52,20
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/20/2021,-55,-24,-65,-72,-79,28
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/21/2021,-44,-9,-59,-58,-49,19
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/22/2021,-43,-10,-56,-59,-48,19
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/23/2021,-43,-10,-56,-59,-47,22
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/24/2021,-47,-9,-63,-54,-32,15
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/25/2021,-46,-9,-69,-54,-23,14
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/26/2021,-38,-5,-54,-55,-44,18
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/27/2021,-40,-7,-56,-56,-46,19
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/28/2021,-38,-6,-55,-55,-44,18
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/29/2021,-37,-5,-53,-55,-43,18
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/30/2021,-35,0,-49,-54,-42,19
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,7/31/2021,-39,1,-59,-49,-26,12
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/1/2021,-42,-5,-67,-51,-22,12
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/2/2021,-32,2,-51,-51,-41,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/3/2021,-34,-1,-53,-51,-42,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/4/2021,-34,-2,-52,-51,-41,16
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/5/2021,-37,-6,-55,-51,-41,17
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/6/2021,-31,2,-45,-51,-39,17
ID,Indonesia,Jakarta,,,ID-JK,,ChIJnUvjRenzaS4RILjULejFAAE,8/7/2021,-36,2,-56,-46,-25,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/1/2021,-20,1,37,-37,-67,22
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/2/2021,-20,7,20,-24,-29,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/3/2021,-27,-4,6,-16,-6,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/4/2021,-18,7,6,-19,-25,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/5/2021,-18,9,4,-22,-25,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/6/2021,-16,6,3,-24,-24,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/7/2021,-13,12,6,-23,-25,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/8/2021,-19,2,-3,-30,-23,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/9/2021,-30,-8,-17,-33,-13,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/10/2021,-20,5,-2,-25,-3,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/11/2021,-20,1,-3,-31,-25,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/12/2021,-24,-5,-11,-32,-27,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/13/2021,-22,-3,-7,-32,-28,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/14/2021,-25,-8,-14,-37,-33,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/15/2021,-28,-14,-16,-44,-34,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/16/2021,-34,-17,-25,-45,-25,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/17/2021,-31,-14,-17,-42,-16,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/18/2021,-31,-17,-21,-42,-34,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/19/2021,-30,-15,-20,-40,-35,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/20/2021,-28,-12,-19,-39,-33,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/21/2021,-29,-12,-20,-39,-33,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/22/2021,-29,-15,-19,-42,-31,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/23/2021,-30,-11,-23,-42,-19,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/24/2021,-34,-17,-25,-43,-13,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/25/2021,-28,-12,-18,-38,-30,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/26/2021,-27,-10,-18,-36,-31,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/27/2021,-24,-6,-15,-34,-30,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/28/2021,-21,-1,-14,-32,-30,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/29/2021,-25,-6,-18,-36,-29,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/30/2021,-28,-4,-27,-35,-18,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,1/31/2021,-23,1,-20,-30,-8,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/1/2021,-24,-2,-17,-33,-29,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/2/2021,-22,2,-17,-31,-30,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/3/2021,-23,-3,-18,-32,-30,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/4/2021,-23,-3,-20,-31,-31,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/5/2021,-20,1,-15,-34,-29,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/6/2021,-24,-1,-22,-34,-20,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/7/2021,-34,-16,-34,-38,-16,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/8/2021,-25,-7,-20,-32,-32,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/9/2021,-21,0,-16,-29,-31,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/10/2021,-18,2,-14,-27,-29,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/11/2021,-13,9,-7,-18,-29,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/12/2021,-14,3,4,-36,-60,17
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/13/2021,-23,-1,-11,-37,-25,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/14/2021,-26,-5,-16,-30,-12,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/15/2021,-22,-3,-15,-29,-29,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/16/2021,-23,-3,-17,-31,-30,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/17/2021,-20,1,-15,-29,-28,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/18/2021,-26,-7,-23,-32,-29,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/19/2021,-23,-2,-18,-36,-29,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/20/2021,-28,-4,-24,-38,-21,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/21/2021,-26,-3,-19,-35,-11,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/22/2021,-23,-3,-14,-32,-28,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/23/2021,-23,-2,-16,-31,-28,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/24/2021,-21,-1,-15,-30,-27,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/25/2021,-17,9,-13,-27,-27,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/26/2021,-16,9,-12,-30,-25,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/27/2021,-14,15,-10,-26,-14,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,2/28/2021,-17,10,-8,-24,-6,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/1/2021,-17,8,-10,-27,-26,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/2/2021,-17,9,-12,-25,-27,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/3/2021,-15,9,-10,-25,-26,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/4/2021,-18,5,-13,-25,-27,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/5/2021,-17,6,-10,-28,-25,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/6/2021,-19,6,-14,-24,-15,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/7/2021,-20,3,-10,-24,-10,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/8/2021,-19,3,-13,-26,-27,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/9/2021,-16,6,-9,-25,-27,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/10/2021,-11,13,0,-15,-26,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/11/2021,-2,18,17,-20,-59,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/12/2021,-17,4,-6,-29,-28,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/13/2021,-16,8,-3,-26,-17,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/14/2021,-17,6,0,-19,-10,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/15/2021,-16,6,-6,-23,-25,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/16/2021,-21,1,-14,-26,-26,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/17/2021,-16,7,-7,-24,-24,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/18/2021,-18,4,-12,-24,-24,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/19/2021,-17,4,-10,-28,-23,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/20/2021,-16,9,-6,-25,-12,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/21/2021,-19,3,-4,-24,-7,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/22/2021,-19,2,-10,-26,-24,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/23/2021,-19,2,-12,-26,-25,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/24/2021,-18,3,-11,-24,-24,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/25/2021,-15,10,-11,-21,-24,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/26/2021,-12,11,-3,-23,-22,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/27/2021,-20,4,-11,-23,-13,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/28/2021,-14,11,-1,-18,-5,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/29/2021,-14,10,-4,-22,-23,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/30/2021,-17,5,-13,-23,-25,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,3/31/2021,-13,10,-7,-17,-24,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/1/2021,-1,30,5,2,-23,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/2/2021,4,28,31,-6,-56,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/3/2021,-12,14,7,-16,-20,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/4/2021,-10,17,12,1,-6,2
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/5/2021,-10,16,3,-12,-23,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/6/2021,-9,16,1,-14,-24,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/7/2021,-7,17,5,-12,-24,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/8/2021,-3,22,9,-10,-23,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/9/2021,-4,17,6,-13,-21,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/10/2021,-5,22,8,-6,-11,3
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/11/2021,-9,17,8,-3,-6,3
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/12/2021,-2,29,12,-5,-27,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/13/2021,-32,-1,-27,-32,-35,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/14/2021,-25,2,-22,-27,-29,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/15/2021,-22,4,-20,-25,-25,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/16/2021,-18,8,-13,-29,-23,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/17/2021,-24,2,-27,-34,-13,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/18/2021,-25,1,-29,-32,-5,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/19/2021,-20,2,-15,-27,-23,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/20/2021,-16,10,-12,-24,-24,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/21/2021,-14,10,-8,-24,-23,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/22/2021,-14,11,-11,-23,-22,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/23/2021,-15,8,-12,-27,-21,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/24/2021,-16,10,-21,-27,-9,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/25/2021,-17,8,-25,-27,-1,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/26/2021,-13,10,-8,-23,-21,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/27/2021,-13,11,-11,-22,-23,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/28/2021,-11,12,-12,-21,-23,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/29/2021,-5,23,-6,-16,-21,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,4/30/2021,-3,25,-4,-17,-19,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/1/2021,-1,29,-8,-13,-31,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/2/2021,-3,26,-15,-12,1,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/3/2021,2,30,4,-11,-22,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/4/2021,2,33,3,-4,-23,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/5/2021,3,32,4,-3,-24,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/6/2021,3,34,2,-19,-23,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/7/2021,5,33,6,-26,-22,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/8/2021,-2,30,-9,-26,-13,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/9/2021,0,31,-11,-24,0,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/10/2021,13,44,18,-17,-33,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/11/2021,16,56,25,-6,-39,10
