country region code,country region,sub region 1,sub region 2,metro area,iso 3166_2 code,census fips code,place id,date,retail and recreation percent change from baseline,grocery and pharmacy percent change from baseline,parks percent change from baseline,transit stations percent change from baseline,workplaces percent change from baseline,residential percent change from baseline
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/12/2021,18,68,45,-9,-63,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/13/2021,-5,28,50,-30,-72,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/14/2021,1,31,69,-29,-73,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/15/2021,-6,26,58,-22,-49,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/16/2021,-7,23,33,-20,-16,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/17/2021,4,30,41,-19,-36,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/18/2021,3,30,35,-5,-33,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/19/2021,4,30,35,-4,-28,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/20/2021,1,29,26,-9,-25,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/21/2021,-4,20,18,-16,-22,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/22/2021,-7,22,16,-10,-11,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/23/2021,-6,23,21,-6,0,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/24/2021,-7,16,12,-12,-21,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/25/2021,1,30,20,-2,-21,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/26/2021,15,37,55,-2,-56,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/27/2021,4,32,19,-7,-19,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/28/2021,3,28,17,-11,-17,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/29/2021,-8,20,8,-5,-7,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/30/2021,2,32,28,1,2,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,5/31/2021,7,33,31,-3,-21,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/1/2021,16,40,53,0,-58,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/2/2021,5,34,21,-4,-19,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/3/2021,8,39,22,-5,-18,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/4/2021,4,30,19,-11,-16,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/5/2021,3,34,21,-4,-6,5
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/6/2021,0,27,22,-1,1,6
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/7/2021,3,30,22,-9,-18,8
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/8/2021,2,28,18,-11,-19,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/9/2021,5,30,20,-10,-18,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/10/2021,6,34,18,-10,-17,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/11/2021,-1,23,11,-16,-16,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/12/2021,-1,28,15,-11,-5,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/13/2021,-3,24,19,-7,1,7
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/14/2021,0,25,17,-13,-19,9
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/15/2021,-4,21,11,-15,-20,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/16/2021,-1,25,11,-15,-21,10
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/17/2021,-4,24,7,-15,-21,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/18/2021,-11,14,0,-24,-20,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/19/2021,-17,15,-11,-25,-9,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/20/2021,-21,8,-11,-27,-4,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/21/2021,-12,17,0,-24,-25,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/22/2021,-9,22,2,-24,-26,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/23/2021,-10,19,0,-25,-27,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/24/2021,-9,23,-2,-25,-26,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/25/2021,-9,24,0,-30,-25,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/26/2021,-17,19,-13,-32,-12,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/27/2021,-22,12,-16,-34,-5,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/28/2021,-9,25,3,-28,-29,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/29/2021,-12,22,-2,-29,-31,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,6/30/2021,-10,26,-1,-29,-32,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/1/2021,-7,35,-2,-27,-31,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/2/2021,-8,31,0,-31,-29,17
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/3/2021,-24,20,-21,-40,-19,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/4/2021,-29,13,-27,-43,-12,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/5/2021,-17,23,-6,-37,-35,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/6/2021,-18,22,-9,-37,-36,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/7/2021,-17,23,-6,-38,-36,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/8/2021,-17,23,-8,-38,-35,19
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/9/2021,-22,15,-13,-45,-35,21
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/10/2021,-30,11,-28,-47,-20,17
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/11/2021,-33,7,-30,-47,-12,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/12/2021,-20,15,-8,-43,-36,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/13/2021,-22,14,-9,-42,-37,19
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/14/2021,-18,17,-8,-41,-36,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/15/2021,-17,21,-8,-40,-34,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/16/2021,-21,14,-12,-46,-33,20
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/17/2021,-28,11,-26,-46,-16,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/18/2021,-31,8,-28,-48,-7,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/19/2021,-13,25,0,-39,-40,17
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/20/2021,-32,-3,-11,-56,-74,25
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/21/2021,-17,19,-4,-37,-34,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/22/2021,-21,23,-5,-35,-32,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/23/2021,-27,12,-14,-43,-30,18
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/24/2021,-31,15,-23,-43,-14,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/25/2021,-30,16,-20,-41,-6,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/26/2021,-20,20,-3,-35,-29,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/27/2021,-20,20,-5,-35,-30,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/28/2021,-16,24,-1,-33,-29,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/29/2021,-15,26,-2,-33,-28,15
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/30/2021,-18,21,-6,-38,-26,16
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,7/31/2021,-23,20,-17,-38,-10,12
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/1/2021,-24,20,-16,-36,-6,11
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/2/2021,-13,27,1,-32,-26,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/3/2021,-14,26,-3,-30,-27,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/4/2021,-12,26,1,-29,-26,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/5/2021,-11,28,-2,-30,-25,13
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/6/2021,-11,25,0,-32,-24,14
ID,Indonesia,West Java,,,ID-JB,,ChIJf0dSgjnmaC4Rfp2O_FSkGLw,8/7/2021,-17,25,-9,-31,-10,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/1/2021,-16,0,9,-22,-64,20
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/2/2021,-4,14,2,-9,-28,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/3/2021,-10,5,-5,-8,-4,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/4/2021,-4,11,0,-16,-20,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/5/2021,-10,4,-10,-18,-22,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/6/2021,-5,9,-6,-19,-21,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/7/2021,-6,9,-7,-22,-21,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/8/2021,-16,-3,-24,-30,-21,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/9/2021,-12,1,-22,-29,-12,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/10/2021,-16,-3,-22,-32,-5,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/11/2021,-11,-1,-15,-34,-24,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/12/2021,-15,-5,-18,-33,-26,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/13/2021,-16,-6,-19,-34,-28,10
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/14/2021,-19,-10,-23,-39,-33,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/15/2021,-25,-18,-33,-45,-35,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/16/2021,-31,-25,-43,-50,-29,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/17/2021,-32,-25,-39,-51,-20,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/18/2021,-29,-22,-35,-46,-36,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/19/2021,-26,-19,-31,-41,-36,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/20/2021,-23,-16,-29,-41,-34,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/21/2021,-22,-15,-28,-42,-34,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/22/2021,-27,-20,-36,-45,-33,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/23/2021,-22,-14,-34,-45,-23,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/24/2021,-30,-23,-39,-49,-16,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/25/2021,-19,-11,-24,-41,-30,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/26/2021,-25,-18,-30,-40,-31,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/27/2021,-24,-17,-31,-39,-31,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/28/2021,-21,-11,-27,-37,-31,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/29/2021,-26,-16,-38,-40,-31,12
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/30/2021,-25,-15,-40,-41,-22,9
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,1/31/2021,-23,-12,-35,-41,-13,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/1/2021,-19,-7,-28,-38,-30,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/2/2021,-16,-3,-24,-33,-31,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/3/2021,-21,-11,-31,-36,-32,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/4/2021,-20,-8,-30,-35,-33,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/5/2021,-15,1,-30,-33,-31,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/6/2021,-44,-40,-54,-53,-44,16
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/7/2021,-42,-37,-54,-52,-29,14
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/8/2021,-17,-4,-29,-36,-33,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/9/2021,-14,-2,-24,-31,-31,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/10/2021,-16,-6,-27,-31,-31,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/11/2021,-10,2,-19,-22,-30,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/12/2021,-18,-7,-24,-30,-59,13
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/13/2021,-19,-8,-30,-40,-27,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/14/2021,-24,-12,-35,-31,-17,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/15/2021,-15,-4,-25,-32,-30,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/16/2021,-14,-4,-24,-31,-30,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/17/2021,-17,-6,-28,-32,-30,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/18/2021,-19,-7,-30,-33,-29,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/19/2021,-20,-7,-34,-35,-29,8
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/20/2021,-17,-6,-33,-37,-21,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/21/2021,-18,-7,-27,-40,-13,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/22/2021,-13,-2,-22,-35,-28,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/23/2021,-16,-6,-24,-31,-28,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/24/2021,-16,-5,-26,-32,-28,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/25/2021,-15,-2,-27,-31,-29,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/26/2021,-16,-2,-31,-33,-28,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/27/2021,-14,-1,-30,-34,-17,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,2/28/2021,-11,2,-21,-33,-10,3
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/1/2021,-7,7,-17,-30,-26,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/2/2021,-11,3,-22,-29,-27,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/3/2021,-8,6,-20,-27,-27,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/4/2021,-10,4,-21,-28,-27,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/5/2021,-8,6,-21,-28,-26,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/6/2021,-12,0,-26,-31,-18,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/7/2021,-18,-6,-26,-34,-14,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/8/2021,-15,-3,-27,-32,-27,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/9/2021,-8,5,-17,-24,-27,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/10/2021,-4,10,-12,-15,-26,3
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/11/2021,-3,8,6,-10,-58,11
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/12/2021,-13,0,-24,-30,-27,7
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/13/2021,-9,3,-17,-25,-19,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/14/2021,-13,-2,-17,-19,-14,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/15/2021,-6,7,-15,-24,-25,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/16/2021,-11,1,-21,-26,-26,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/17/2021,-7,5,-16,-25,-25,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/18/2021,-11,2,-22,-27,-25,6
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/19/2021,-8,6,-20,-26,-23,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/20/2021,-8,4,-20,-29,-15,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/21/2021,-12,0,-15,-30,-10,4
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/22/2021,-7,5,-16,-28,-24,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/23/2021,-8,4,-16,-25,-24,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/24/2021,-5,7,-14,-24,-24,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/25/2021,-7,7,-16,-24,-24,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/26/2021,-7,8,-18,-24,-23,5
ID,Indonesia,Central Java,,,ID-JT,,ChIJ3RjVnJt1ZS4RRrztj53Rd8M,3/27/2021,-11,1,-25,-28,-15,5
